"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"CCDC86","ENSG00000110104","","coiled-coil domain containing 86(CCDC86)","Homo sapiens"
"CCDC86-AS1","ENSG00000256813","","CCDC86 antisense RNA 1(CCDC86-AS1)","Homo sapiens"
"CCDC88A","ENSG00000115355","","coiled-coil domain containing 88A(CCDC88A)","Homo sapiens"
"CCDC88B","ENSG00000168071","","coiled-coil domain containing 88B(CCDC88B)","Homo sapiens"
"CCDC9","ENSG00000105321","","coiled-coil domain containing 9(CCDC9)","Homo sapiens"
"CCDC90B","ENSG00000137500","","coiled-coil domain containing 90B(CCDC90B)","Homo sapiens"
"CCDC91","ENSG00000123106","","coiled-coil domain containing 91(CCDC91)","Homo sapiens"
"CCDC92","ENSG00000119242","","coiled-coil domain containing 92(CCDC92)","Homo sapiens"
"CCDC93","ENSG00000125633","","CCC complex scaffolding subunit CCDC93(CCDC93)","Homo sapiens"
"CCDC97","ENSG00000142039","","coiled-coil domain containing 97(CCDC97)","Homo sapiens"
"CCDC9B","ENSG00000188549","","coiled-coil domain containing 9B(CCDC9B)","Homo sapiens"
"CCHCR1","ENSG00000204536","","coiled-coil alpha-helical rod protein 1(CCHCR1)","Homo sapiens"
"CCL11","ENSG00000172156","","C-C motif chemokine ligand 11(CCL11)","Homo sapiens"
"CCL13","ENSG00000181374","","C-C motif chemokine ligand 13(CCL13)","Homo sapiens"
"CCL14","ENSG00000276409","","C-C motif chemokine ligand 14(CCL14)","Homo sapiens"
"CCL15","ENSG00000275718,ENSG00000275688","","C-C motif chemokine ligand 15(CCL15)","Homo sapiens"
"CCL17","ENSG00000102970","","C-C motif chemokine ligand 17(CCL17)","Homo sapiens"
"CCL18","ENSG00000275385","","C-C motif chemokine ligand 18(CCL18)","Homo sapiens"
"CCL2","ENSG00000108691","","C-C motif chemokine ligand 2(CCL2)","Homo sapiens"
"CCL20","ENSG00000115009","","C-C motif chemokine ligand 20(CCL20)","Homo sapiens"
"CCL21","ENSG00000137077","","C-C motif chemokine ligand 21(CCL21)","Homo sapiens"
"CCL22","ENSG00000102962","","C-C motif chemokine ligand 22(CCL22)","Homo sapiens"
"CCL23","ENSG00000274736","","C-C motif chemokine ligand 23(CCL23)","Homo sapiens"
"CCL24","ENSG00000106178","","C-C motif chemokine ligand 24(CCL24)","Homo sapiens"
"CCL28","ENSG00000151882","","C-C motif chemokine ligand 28(CCL28)","Homo sapiens"
"CCL3","ENSG00000277632","","C-C motif chemokine ligand 3(CCL3)","Homo sapiens"
"CCL3-AS1","ENSG00000277089","","CCL3 antisense RNA 1(CCL3-AS1)","Homo sapiens"
"CCL3L3","ENSG00000276085","","C-C motif chemokine ligand 3 like 3(CCL3L3)","Homo sapiens"
"CCL4","ENSG00000275302","","C-C motif chemokine ligand 4(CCL4)","Homo sapiens"
"CCL5","ENSG00000271503","","C-C motif chemokine ligand 5(CCL5)","Homo sapiens"
"CCL7","ENSG00000108688","","C-C motif chemokine ligand 7(CCL7)","Homo sapiens"
"CCL8","ENSG00000108700","","C-C motif chemokine ligand 8(CCL8)","Homo sapiens"
"CCM2","ENSG00000136280","","CCM2 scaffold protein(CCM2)","Homo sapiens"
"CCM2L","ENSG00000101331","","CCM2 like scaffold protein(CCM2L)","Homo sapiens"
"CCN1","ENSG00000142871","","cellular communication network factor 1(CCN1)","Homo sapiens"
"CCN2","ENSG00000118523","","cellular communication network factor 2(CCN2)","Homo sapiens"
"CCN3","ENSG00000136999","","cellular communication network factor 3(CCN3)","Homo sapiens"
"CCN4","ENSG00000104415","","cellular communication network factor 4(CCN4)","Homo sapiens"
"CCN5","ENSG00000064205","","cellular communication network factor 5(CCN5)","Homo sapiens"
"CCNA1","ENSG00000133101","","cyclin A1(CCNA1)","Homo sapiens"
"CCNA2","ENSG00000145386","","cyclin A2(CCNA2)","Homo sapiens"
"CCNB1","ENSG00000134057","","cyclin B1(CCNB1)","Homo sapiens"
"CCNB1IP1","ENSG00000100814","","cyclin B1 interacting protein 1(CCNB1IP1)","Homo sapiens"
"CCNB2","ENSG00000157456","","cyclin B2(CCNB2)","Homo sapiens"
"CCNC","ENSG00000112237","","cyclin C(CCNC)","Homo sapiens"
"CCND1","ENSG00000110092","","cyclin D1(CCND1)","Homo sapiens"
"CCND2","ENSG00000118971","","cyclin D2(CCND2)","Homo sapiens"
"CCND3","ENSG00000112576","","cyclin D3(CCND3)","Homo sapiens"
"CCNDBP1","ENSG00000166946","","cyclin D1 binding protein 1(CCNDBP1)","Homo sapiens"
"CCNE1","ENSG00000105173","","cyclin E1(CCNE1)","Homo sapiens"
"CCNE2","ENSG00000175305","","cyclin E2(CCNE2)","Homo sapiens"
"CCNF","ENSG00000162063","","cyclin F(CCNF)","Homo sapiens"
"CCNG1","ENSG00000113328","","cyclin G1(CCNG1)","Homo sapiens"
"CCNG2","ENSG00000138764","","cyclin G2(CCNG2)","Homo sapiens"
"CCNH","ENSG00000134480","","cyclin H(CCNH)","Homo sapiens"
"CCNI","ENSG00000118816","","cyclin I(CCNI)","Homo sapiens"
"CCNI2","ENSG00000205089","","cyclin I family member 2(CCNI2)","Homo sapiens"
"CCNJ","ENSG00000107443","","cyclin J(CCNJ)","Homo sapiens"
"CCNJL","ENSG00000135083","","cyclin J like(CCNJL)","Homo sapiens"
"CCNK","ENSG00000090061","","cyclin K(CCNK)","Homo sapiens"
"CCNL1","ENSG00000163660","","cyclin L1(CCNL1)","Homo sapiens"
"CCNL2","ENSG00000221978","","cyclin L2(CCNL2)","Homo sapiens"
"CCNO","ENSG00000152669","","cyclin O(CCNO)","Homo sapiens"
"CCNP","ENSG00000105219","","cyclin P(CCNP)","Homo sapiens"
"CCNQ","ENSG00000262919","","cyclin Q(CCNQ)","Homo sapiens"
"CCNT1","ENSG00000129315","","cyclin T1(CCNT1)","Homo sapiens"
"CCNT2","ENSG00000082258","","cyclin T2(CCNT2)","Homo sapiens"
"CCNY","ENSG00000108100","","cyclin Y(CCNY)","Homo sapiens"
"CCNYL1","ENSG00000163249","","cyclin Y like 1(CCNYL1)","Homo sapiens"
"CCP110","ENSG00000103540","","centriolar coiled-coil protein 110(CCP110)","Homo sapiens"
"CCPG1","ENSG00000260916","","cell cycle progression 1(CCPG1)","Homo sapiens"
"CCR1","ENSG00000163823","","C-C motif chemokine receptor 1(CCR1)","Homo sapiens"
"CCR10","ENSG00000184451","","C-C motif chemokine receptor 10(CCR10)","Homo sapiens"
"CCR5","ENSG00000160791","","C-C motif chemokine receptor 5(CCR5)","Homo sapiens"
"CCR5AS","ENSG00000223552","","CCR5 antisense RNA(CCR5AS)","Homo sapiens"
"CCR6","ENSG00000112486","","C-C motif chemokine receptor 6(CCR6)","Homo sapiens"
"CCR7","ENSG00000126353","","C-C motif chemokine receptor 7(CCR7)","Homo sapiens"
"CCRL2","ENSG00000121797","","C-C motif chemokine receptor like 2(CCRL2)","Homo sapiens"
"CCS","ENSG00000173992","","copper chaperone for superoxide dismutase(CCS)","Homo sapiens"
"CCSAP","ENSG00000154429","","centriole, cilia and spindle associated protein(CCSAP)","Homo sapiens"
"CCSER2","ENSG00000107771","","coiled-coil serine rich protein 2(CCSER2)","Homo sapiens"
"CCT2","ENSG00000166226","","chaperonin containing TCP1 subunit 2(CCT2)","Homo sapiens"
"CCT3","ENSG00000163468","","chaperonin containing TCP1 subunit 3(CCT3)","Homo sapiens"
"CCT4","ENSG00000115484","","chaperonin containing TCP1 subunit 4(CCT4)","Homo sapiens"
"CCT5","ENSG00000150753","","chaperonin containing TCP1 subunit 5(CCT5)","Homo sapiens"
"CCT5P1","ENSG00000250444","","chaperonin containing TCP1 subunit 5 pseudogene 1(CCT5P1)","Homo sapiens"
"CCT6A","ENSG00000146731","","chaperonin containing TCP1 subunit 6A(CCT6A)","Homo sapiens"
"CCT6P2","ENSG00000250526","","chaperonin containing TCP1 subunit 6 pseudogene 2(CCT6P2)","Homo sapiens"
"CCT7","ENSG00000135624","","chaperonin containing TCP1 subunit 7(CCT7)","Homo sapiens"
"CCT8","ENSG00000156261","","chaperonin containing TCP1 subunit 8(CCT8)","Homo sapiens"
"CCZ1","ENSG00000122674","","CCZ1 homolog, vacuolar protein trafficking and biogenesis associated(CCZ1)","Homo sapiens"
"CCZ1B","ENSG00000146574","","CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated(CCZ1B)","Homo sapiens"
"CCZ1P1","ENSG00000243554","","CCZ1 pseudogene 1(CCZ1P1)","Homo sapiens"
"CD101","ENSG00000134256","","CD101 molecule(CD101)","Homo sapiens"
"CD101-AS1","ENSG00000236137","","CD101 antisense RNA 1(CD101-AS1)","Homo sapiens"
"CD109","ENSG00000156535","","CD109 molecule(CD109)","Homo sapiens"
"CD151","ENSG00000177697","","CD151 molecule (Raph blood group)(CD151)","Homo sapiens"
"CD163","ENSG00000177575","","CD163 molecule(CD163)","Homo sapiens"
"CD163L1","ENSG00000177675","","CD163 molecule like 1(CD163L1)","Homo sapiens"
"CD164","ENSG00000135535","","CD164 molecule(CD164)","Homo sapiens"
"CD164L2","ENSG00000174950","","CD164 molecule like 2(CD164L2)","Homo sapiens"
"CD177","ENSG00000204936","","CD177 molecule(CD177)","Homo sapiens"
"CD180","ENSG00000134061","","CD180 molecule(CD180)","Homo sapiens"
"CD19","ENSG00000177455","","CD19 molecule(CD19)","Homo sapiens"
"CD1A","ENSG00000158477","","CD1a molecule(CD1A)","Homo sapiens"
"CD1C","ENSG00000158481","","CD1c molecule(CD1C)","Homo sapiens"
"CD1D","ENSG00000158473","","CD1d molecule(CD1D)","Homo sapiens"
"CD1E","ENSG00000158488","","CD1e molecule(CD1E)","Homo sapiens"
"CD2","ENSG00000116824","","CD2 molecule(CD2)","Homo sapiens"
"CD200","ENSG00000091972","","CD200 molecule(CD200)","Homo sapiens"
"CD200R1","ENSG00000163606","","CD200 receptor 1(CD200R1)","Homo sapiens"
"CD207","ENSG00000116031","","CD207 molecule(CD207)","Homo sapiens"
"CD22","ENSG00000012124","","CD22 molecule(CD22)","Homo sapiens"
"CD24","ENSG00000272398","","CD24 molecule(CD24)","Homo sapiens"
"CD244","ENSG00000122223","","CD244 molecule(CD244)","Homo sapiens"
"CD247","ENSG00000198821","","CD247 molecule(CD247)","Homo sapiens"
"CD248","ENSG00000174807","","CD248 molecule(CD248)","Homo sapiens"
"CD27","ENSG00000139193","","CD27 molecule(CD27)","Homo sapiens"
"CD27-AS1","ENSG00000215039","","CD27 antisense RNA 1(CD27-AS1)","Homo sapiens"
"CD274","ENSG00000120217","","CD274 molecule(CD274)","Homo sapiens"
"CD276","ENSG00000103855","","CD276 molecule(CD276)","Homo sapiens"
"CD28","ENSG00000178562","","CD28 molecule(CD28)","Homo sapiens"
"CD2AP","ENSG00000198087","","CD2 associated protein(CD2AP)","Homo sapiens"
"CD2BP2","ENSG00000169217","","CD2 cytoplasmic tail binding protein 2(CD2BP2)","Homo sapiens"
"CD300A","ENSG00000167851","","CD300a molecule(CD300A)","Homo sapiens"
"CD300C","ENSG00000167850","","CD300c molecule(CD300C)","Homo sapiens"
"CD300E","ENSG00000186407","","CD300e molecule(CD300E)","Homo sapiens"
"CD300LB","ENSG00000178789","","CD300 molecule like family member b(CD300LB)","Homo sapiens"
"CD300LF","ENSG00000186074","","CD300 molecule like family member f(CD300LF)","Homo sapiens"
"CD300LG","ENSG00000161649","","CD300 molecule like family member g(CD300LG)","Homo sapiens"
"CD302","ENSG00000241399","","CD302 molecule(CD302)","Homo sapiens"
"CD320","ENSG00000167775","","CD320 molecule(CD320)","Homo sapiens"
"CD33","ENSG00000105383","","CD33 molecule(CD33)","Homo sapiens"
"CD34","ENSG00000174059","","CD34 molecule(CD34)","Homo sapiens"
"CD36","ENSG00000135218","","CD36 molecule (CD36 blood group)(CD36)","Homo sapiens"
"CD37","ENSG00000104894","","CD37 molecule(CD37)","Homo sapiens"
"CD38","ENSG00000004468","","CD38 molecule(CD38)","Homo sapiens"
"CD3D","ENSG00000167286","","CD3 delta subunit of T-cell receptor complex(CD3D)","Homo sapiens"
"CD3E","ENSG00000198851","","CD3 epsilon subunit of T-cell receptor complex(CD3E)","Homo sapiens"
"CD3G","ENSG00000160654","","CD3 gamma subunit of T-cell receptor complex(CD3G)","Homo sapiens"
"CD4","ENSG00000010610","","CD4 molecule(CD4)","Homo sapiens"
"CD40","ENSG00000101017","","CD40 molecule(CD40)","Homo sapiens"
"CD40LG","ENSG00000102245","","CD40 ligand(CD40LG)","Homo sapiens"
"CD46","ENSG00000117335","","CD46 molecule(CD46)","Homo sapiens"
"CD47","ENSG00000196776","","CD47 molecule(CD47)","Homo sapiens"
"CD48","ENSG00000117091","","CD48 molecule(CD48)","Homo sapiens"
"CD5","ENSG00000110448","","CD5 molecule(CD5)","Homo sapiens"
"CD52","ENSG00000169442","","CD52 molecule(CD52)","Homo sapiens"
"CD53","ENSG00000143119","","CD53 molecule(CD53)","Homo sapiens"
"CD55","ENSG00000196352","","CD55 molecule (Cromer blood group)(CD55)","Homo sapiens"
"CD58","ENSG00000116815","","CD58 molecule(CD58)","Homo sapiens"
"CD59","ENSG00000085063","","CD59 molecule (CD59 blood group)(CD59)","Homo sapiens"
"CD6","ENSG00000013725","","CD6 molecule(CD6)","Homo sapiens"
"CD63","ENSG00000135404","","CD63 molecule(CD63)","Homo sapiens"
"CD63-AS1","ENSG00000258056","","CD63 antisense RNA 1(CD63-AS1)","Homo sapiens"
"CD69","ENSG00000110848","","CD69 molecule(CD69)","Homo sapiens"
"CD7","ENSG00000173762","","CD7 molecule(CD7)","Homo sapiens"
"CD72","ENSG00000137101","","CD72 molecule(CD72)","Homo sapiens"
"CD74","ENSG00000019582","","CD74 molecule(CD74)","Homo sapiens"
"CD79A","ENSG00000105369","","CD79a molecule(CD79A)","Homo sapiens"
"CD79B","ENSG00000007312","","CD79b molecule(CD79B)","Homo sapiens"
"CD80","ENSG00000121594","","CD80 molecule(CD80)","Homo sapiens"
"CD81","ENSG00000110651","","CD81 molecule(CD81)","Homo sapiens"
"CD81-AS1","ENSG00000238184","","CD81 antisense RNA 1(CD81-AS1)","Homo sapiens"
"CD82","ENSG00000085117","","CD82 molecule(CD82)","Homo sapiens"
"CD82-AS1","ENSG00000254693","","CD82 antisense RNA 1(CD82-AS1)","Homo sapiens"
"CD83","ENSG00000112149","","CD83 molecule(CD83)","Homo sapiens"
"CD86","ENSG00000114013","","CD86 molecule(CD86)","Homo sapiens"
"CD8B","ENSG00000172116","","CD8 subunit beta(CD8B)","Homo sapiens"
"CD9","ENSG00000010278","","CD9 molecule(CD9)","Homo sapiens"
"CD93","ENSG00000125810","","CD93 molecule(CD93)","Homo sapiens"
"CD99","ENSG00000002586","","CD99 molecule (Xg blood group)(CD99)","Homo sapiens"
"CD99L2","ENSG00000102181","","CD99 molecule like 2(CD99L2)","Homo sapiens"
"CDA","ENSG00000158825","","cytidine deaminase(CDA)","Homo sapiens"
"CDADC1","ENSG00000102543","","cytidine and dCMP deaminase domain containing 1(CDADC1)","Homo sapiens"
"CDAN1","ENSG00000140326","","codanin 1(CDAN1)","Homo sapiens"
"CDC123","ENSG00000151465","","cell division cycle 123(CDC123)","Homo sapiens"
"CDC14A","ENSG00000079335","","cell division cycle 14A(CDC14A)","Homo sapiens"
"CDC14B","ENSG00000081377","","cell division cycle 14B(CDC14B)","Homo sapiens"
"CDC16","ENSG00000130177","","cell division cycle 16(CDC16)","Homo sapiens"
"CDC20","ENSG00000117399","","cell division cycle 20(CDC20)","Homo sapiens"
"CDC20-DT","ENSG00000234694","","CDC20 divergent transcript(CDC20-DT)","Homo sapiens"
"CDC20P1","ENSG00000231007","","cell division cycle 20 pseudogene 1(CDC20P1)","Homo sapiens"
"CDC23","ENSG00000094880","","cell division cycle 23(CDC23)","Homo sapiens"
"CDC25A","ENSG00000164045","","cell division cycle 25A(CDC25A)","Homo sapiens"
"CDC25B","ENSG00000101224","","cell division cycle 25B(CDC25B)","Homo sapiens"
"CDC25C","ENSG00000158402","","cell division cycle 25C(CDC25C)","Homo sapiens"
"CDC26","ENSG00000176386","","cell division cycle 26(CDC26)","Homo sapiens"
"CDC27","ENSG00000004897","","cell division cycle 27(CDC27)","Homo sapiens"
"CDC34","ENSG00000099804","","cell division cycle 34, ubiquitin conjugating enzyme(CDC34)","Homo sapiens"
"CDC37","ENSG00000105401","","cell division cycle 37, HSP90 cochaperone(CDC37)","Homo sapiens"
"CDC37L1","ENSG00000106993","","cell division cycle 37 like 1, HSP90 cochaperone(CDC37L1)","Homo sapiens"
"CDC37L1-DT","ENSG00000273061","","CDC37L1 divergent transcript(CDC37L1-DT)","Homo sapiens"
"CDC42","ENSG00000070831","","cell division cycle 42(CDC42)","Homo sapiens"
"CDC42BPA","ENSG00000143776","","CDC42 binding protein kinase alpha(CDC42BPA)","Homo sapiens"
"CDC42BPB","ENSG00000198752","","CDC42 binding protein kinase beta(CDC42BPB)","Homo sapiens"
"CDC42EP1","ENSG00000128283","","CDC42 effector protein 1(CDC42EP1)","Homo sapiens"
"CDC42EP2","ENSG00000149798","","CDC42 effector protein 2(CDC42EP2)","Homo sapiens"
"CDC42EP3","ENSG00000163171","","CDC42 effector protein 3(CDC42EP3)","Homo sapiens"
"CDC42EP4","ENSG00000179604","","CDC42 effector protein 4(CDC42EP4)","Homo sapiens"
"CDC42EP5","ENSG00000167617","","CDC42 effector protein 5(CDC42EP5)","Homo sapiens"
"CDC42SE1","ENSG00000197622","","CDC42 small effector 1(CDC42SE1)","Homo sapiens"
"CDC42SE2","ENSG00000158985","","CDC42 small effector 2(CDC42SE2)","Homo sapiens"
"CDC45","ENSG00000093009","","cell division cycle 45(CDC45)","Homo sapiens"
"CDC5L","ENSG00000096401","","cell division cycle 5 like(CDC5L)","Homo sapiens"
"CDC6","ENSG00000094804","","cell division cycle 6(CDC6)","Homo sapiens"
"CDC73","ENSG00000134371","","cell division cycle 73(CDC73)","Homo sapiens"
"CDCA2","ENSG00000184661","","cell division cycle associated 2(CDCA2)","Homo sapiens"
"CDCA3","ENSG00000111665","","cell division cycle associated 3(CDCA3)","Homo sapiens"
"CDCA4","ENSG00000170779","","cell division cycle associated 4(CDCA4)","Homo sapiens"
"CDCA5","ENSG00000146670","","cell division cycle associated 5(CDCA5)","Homo sapiens"
"CDCA7","ENSG00000144354","","cell division cycle associated 7(CDCA7)","Homo sapiens"
"CDCA7L","ENSG00000164649","","cell division cycle associated 7 like(CDCA7L)","Homo sapiens"
"CDCA8","ENSG00000134690","","cell division cycle associated 8(CDCA8)","Homo sapiens"
"CDCP1","ENSG00000163814","","CUB domain containing protein 1(CDCP1)","Homo sapiens"
"CDH1","ENSG00000039068","","cadherin 1(CDH1)","Homo sapiens"
"CDH11","ENSG00000140937","","cadherin 11(CDH11)","Homo sapiens"
"CDH12P1","ENSG00000254335","","cadherin 12 pseudogene 1(CDH12P1)","Homo sapiens"
"CDH12P2","ENSG00000249230","","cadherin 12 pseudogene 2(CDH12P2)","Homo sapiens"
"CDH12P4","ENSG00000253900","","cadherin 12 pseudogene 4(CDH12P4)","Homo sapiens"
"CDH13","ENSG00000140945","","cadherin 13(CDH13)","Homo sapiens"
"CDH19","ENSG00000071991","","cadherin 19(CDH19)","Homo sapiens"
"CDH23","ENSG00000107736","","cadherin related 23(CDH23)","Homo sapiens"
"CDH24","ENSG00000139880","","cadherin 24(CDH24)","Homo sapiens"
"CDH26","ENSG00000124215","","cadherin 26(CDH26)","Homo sapiens"
"CDH3","ENSG00000062038","","cadherin 3(CDH3)","Homo sapiens"
"CDH3-AS1","ENSG00000260577","","CDH3 antisense RNA 1(CDH3-AS1)","Homo sapiens"
"CDH5","ENSG00000179776","","cadherin 5(CDH5)","Homo sapiens"
"CDH6","ENSG00000113361","","cadherin 6(CDH6)","Homo sapiens"
"CDHR3","ENSG00000128536","","cadherin related family member 3(CDHR3)","Homo sapiens"
"CDHR4","ENSG00000187492","","cadherin related family member 4(CDHR4)","Homo sapiens"
"CDIP1","ENSG00000089486","","cell death inducing p53 target 1(CDIP1)","Homo sapiens"
"CDIPT","ENSG00000103502","","CDP-diacylglycerol--inositol 3-phosphatidyltransferase(CDIPT)","Homo sapiens"
"CDK1","ENSG00000170312","","cyclin dependent kinase 1(CDK1)","Homo sapiens"
"CDK10","ENSG00000185324","","cyclin dependent kinase 10(CDK10)","Homo sapiens"
"CDK11A","ENSG00000008128","","cyclin dependent kinase 11A(CDK11A)","Homo sapiens"
"CDK11B","ENSG00000248333","","cyclin dependent kinase 11B(CDK11B)","Homo sapiens"
"CDK12","ENSG00000167258","","cyclin dependent kinase 12(CDK12)","Homo sapiens"
"CDK13","ENSG00000065883","","cyclin dependent kinase 13(CDK13)","Homo sapiens"
"CDK14","ENSG00000058091","","cyclin dependent kinase 14(CDK14)","Homo sapiens"
